Rank,Arating,Grating,votes
992,6.99,6.46,2295
993,8.56,6.459,649
994,7.87,6.459,1015
995,7.01,6.459,2145
996,6.69,6.457999999999998,5362
997,7.49,6.457999999999998,1291
998,7.08,6.457999999999998,2055
999,6.86,6.456,2895
1000,7.07,6.455,1941
1001,6.89,6.455,2925
1002,7.37,6.455,1470
1003,7.11,6.454,1901
1004,7.28,6.454,1592
1005,6.83,6.454,3247
1006,7.51,6.4529999999999985,1482
1007,6.88,6.4529999999999985,2745
1008,6.8,6.4529999999999985,3515
1009,7.17,6.4529999999999985,1654
1010,7.56,6.452000000000001,1060
1011,6.7,6.452000000000001,5106
1012,7.26,6.452000000000001,1716
1013,7.35,6.4510000000000005,1366
1014,6.94,6.4510000000000005,2814
1015,7.5,6.45,1120
1016,7.02,6.448,2029
1017,7.61,6.4460000000000015,1058
1018,6.87,6.4460000000000015,2781
1019,7.48,6.445,1246
1020,7.54,6.444,1152
1021,7.13,6.443,2126
1022,6.78,6.443,3626
1023,6.7,6.443,4990
1024,6.91,6.442,2516
1025,7.17,6.442,1869
1026,7.67,6.44,1066
1027,7.51,6.439,1101
1028,6.92,6.439,2527
1029,6.72,6.438,4324
1030,7.11,6.438,1896
1031,6.8,6.437,3317
1032,7.0,6.436,2030
1033,6.81,6.436,3307
1034,7.63,6.435,1049
1035,7.13,6.435,1637
1036,7.48,6.433,1426
1037,6.91,6.433,2437
1038,7.39,6.433,1233
1039,7.17,6.433,1545
1040,6.82,6.432,3246
1041,7.13,6.432,1710
1042,7.54,6.432,1255
1043,7.44,6.43,1416
1044,7.61,6.43,978
1045,7.32,6.4289999999999985,1389
1046,7.51,6.428,1234
1047,7.84,6.4270000000000005,832
1048,6.87,6.425,2719
1049,7.38,6.425,1204
1050,7.56,6.425,1102
1051,7.15,6.425,1922
1052,6.86,6.424,3137
1053,6.93,6.422999999999999,2698
1054,6.61,6.422999999999999,6582
1055,6.54,6.422999999999999,17681
1056,7.71,6.422999999999999,998
1057,6.99,6.4220000000000015,2031
1058,7.41,6.4220000000000015,1180
1059,6.88,6.4220000000000015,2660
1060,7.1,6.421,1712
1061,7.07,6.42,1753
1062,7.12,6.42,1641
1063,7.05,6.419,1848
1064,6.94,6.419,2282
1065,6.72,6.419,5016
1066,7.08,6.419,1818
1067,7.17,6.417999999999998,1623
1068,6.85,6.417000000000002,2756
1069,7.82,6.417000000000002,908
1070,7.35,6.417000000000002,1268
1071,7.43,6.417000000000002,1275
1072,6.68,6.416,5305
1073,7.54,6.416,1734
1074,7.16,6.416,1648
1075,6.85,6.4129999999999985,2683
1076,6.89,6.4129999999999985,2351
1077,6.93,6.412000000000001,2163
1078,8.1,6.4110000000000005,657
1079,6.9,6.41,2272
1080,6.64,6.41,6112
1081,6.73,6.409,3705
1082,7.51,6.409,1026
1083,7.55,6.409,1148
1084,6.77,6.408,3311
1085,6.74,6.407,3863
1086,6.86,6.407,2546
1087,7.5,6.407,1008
1088,7.21,6.407,1472
1089,7.01,6.4060000000000015,1823
1090,7.27,6.405,1526
1091,6.81,6.405,2796
1092,6.77,6.404,3057
1093,7.0,6.404,1833
1094,7.66,6.403,956
1095,7.53,6.403,1057
1096,7.22,6.401,1472
1097,6.9,6.401,2231
1098,7.1,6.401,1697
1099,7.64,6.4,938
1100,6.98,6.4,1996
1101,6.87,6.4,2447
1102,6.94,6.4,2115
1103,7.07,6.399,1668
1104,6.94,6.399,2503
1105,7.06,6.397,1656
1106,6.96,6.397,2072
1107,6.9,6.397,2269
1108,7.09,6.396,1576
1109,6.92,6.396,2513
1110,6.61,6.395,5982
1111,6.97,6.395,1972
1112,6.91,6.394,2179
1113,7.25,6.394,1384
1114,7.2,6.394,1706
1115,6.92,6.392,2046
1116,7.84,6.39,894
1117,6.85,6.39,2529
1118,6.58,6.39,7613
1119,6.95,6.39,2300
1120,7.19,6.3889999999999985,1684
1121,7.35,6.3889999999999985,1176
1122,7.47,6.3889999999999985,1121
1123,8.4,6.3889999999999985,628
1124,6.73,6.388,3550
1125,6.8,6.388,2983
1126,6.52,6.388,23210
1127,7.46,6.388,1067
1128,7.62,6.388,919
1129,6.99,6.3870000000000005,1819
1130,6.95,6.3870000000000005,1925
1131,6.69,6.386,6304
1132,7.38,6.385,1436
1133,7.22,6.385,1326
1134,6.97,6.385,2419
1135,7.88,6.384,854
1136,7.14,6.384,1576
1137,7.59,6.382999999999999,1049
1138,7.47,6.382999999999999,1054
1139,7.2,6.382999999999999,1433
1140,6.51,6.3820000000000014,12310
1141,7.04,6.381,1714
1142,7.76,6.381,916
1143,7.08,6.381,1603
1144,7.37,6.38,1139
1145,6.55,6.379,7762
1146,8.04,6.377999999999999,725
1147,6.64,6.377999999999999,4418
1148,7.72,6.377000000000002,855
1149,7.12,6.377000000000002,1477
1150,7.14,6.377000000000002,1436
1151,7.15,6.376,1667
1152,7.01,6.376,1704
1153,7.85,6.375,789
1154,6.76,6.374,2876
1155,7.33,6.372999999999998,1317
1156,7.6,6.371,1086
1157,6.98,6.371,1897
1158,6.69,6.37,3554
1159,7.0,6.37,1745
1160,7.16,6.37,1379
1161,7.14,6.369,1569
1162,7.84,6.369,757
1163,6.7,6.369,5578
1164,6.75,6.3679999999999986,2996
1165,7.03,6.3679999999999986,1832
1166,7.6,6.3679999999999986,899
1167,7.15,6.3679999999999986,1406
1168,6.55,6.3679999999999986,7308
1169,7.32,6.367000000000001,1172
1170,6.88,6.367000000000001,2104
1171,6.81,6.367000000000001,2709
1172,7.76,6.3660000000000005,793
1173,7.43,6.365,990
1174,6.53,6.364,10249
1175,7.77,6.363,872
1176,7.96,6.363,730
1177,6.54,6.363,9733
1178,7.84,6.362,761
1179,7.07,6.362,1669
1180,6.92,6.3610000000000015,1915
1181,7.24,6.3610000000000015,1381
1182,6.75,6.3610000000000015,2823
1183,7.04,6.36,1597
1184,7.54,6.36,932
1185,6.89,6.359,1991
1186,6.63,6.359,4144
1187,6.87,6.358,2205
1188,7.72,6.358,895
1189,6.94,6.357,1845
1190,7.27,6.355,1288
1191,6.97,6.355,1748
1192,6.75,6.353,3025
1193,6.94,6.352,1797
1194,7.04,6.35,1536
1195,7.19,6.35,1276
1196,6.64,6.35,3969
1197,7.3,6.349,1116
1198,8.05,6.349,687
1199,7.31,6.348,1132
1200,6.67,6.348,3493
1201,6.59,6.347,4477
1202,6.51,6.347,7307
1203,6.61,6.347,4411
1204,6.94,6.346,1802
1205,6.77,6.346,2626
1206,6.84,6.346,2215
1207,6.65,6.346,3722
1208,8.06,6.346,871
1209,6.73,6.345,2833
1210,7.23,6.3439999999999985,1264
1211,7.2,6.3439999999999985,1242
1212,7.48,6.3439999999999985,909
1213,7.15,6.3439999999999985,1431
1214,7.97,6.34,759
1215,7.68,6.339,946
1216,7.3,6.337999999999999,1093
1217,6.94,6.3370000000000015,1719
1218,7.04,6.3370000000000015,1585
1219,6.99,6.3370000000000015,1585
1220,8.44,6.3370000000000015,541
1221,6.84,6.3370000000000015,2113
1222,7.13,6.336,1301
1223,6.56,6.336,6164
1224,6.77,6.335,2331
1225,6.82,6.335,2380
1226,6.97,6.334,2045
1227,7.86,6.334,731
1228,7.3,6.334,1128
1229,7.2,6.334,1207
1230,7.37,6.332999999999998,1085
1231,6.82,6.332999999999998,2182
1232,8.56,6.332000000000002,560
1233,6.97,6.331,1749
1234,7.61,6.331,983
1235,6.87,6.331,2172
1236,6.99,6.331,1638
1237,7.07,6.331,1373
1238,7.48,6.329,970
1239,6.86,6.329,1995
1240,8.24,6.329,599
1241,7.05,6.3279999999999985,1527
1242,7.02,6.327000000000001,1494
1243,6.98,6.327000000000001,1763
1244,6.86,6.3260000000000005,2412
1245,7.16,6.3260000000000005,1415
1246,6.98,6.3260000000000005,1551
1247,6.64,6.3260000000000005,4979
1248,7.63,6.3260000000000005,870
1249,6.56,6.325,4645
1250,6.85,6.325,2642
1251,6.8,6.325,2267
1252,6.98,6.325,1671
1253,7.09,6.324,1368
1254,6.73,6.324,3018
1255,6.69,6.324,3062
1256,6.69,6.324,2960
1257,7.15,6.324,1251
1258,6.84,6.323,2037
1259,7.23,6.323,1165
1260,7.59,6.322,935
1261,7.6,6.3210000000000015,876
1262,6.95,6.32,1651
1263,6.58,6.32,4831
1264,6.71,6.319,2854
1265,6.99,6.319,1550
1266,6.9,6.319,1756
1267,6.57,6.318,6138
1268,6.75,6.318,2854
1269,7.55,6.318,889
1270,6.8,6.317,2401
1271,7.13,6.316,1263
1272,7.1,6.316,1274
1273,6.77,6.316,2278
1274,7.9,6.316,778
1275,6.56,6.316,9620
1276,6.92,6.315,1731
1277,7.54,6.315,894
1278,7.55,6.314,829
1279,7.9,6.314,702
1280,8.14,6.314,579
1281,7.23,6.314,1186
1282,7.46,6.314,853
1283,7.96,6.313,618
1284,7.28,6.313,1079
1285,7.51,6.312,842
1286,7.14,6.312,1210
1287,6.92,6.312,1692
1288,6.57,6.312,4535
1289,6.66,6.312,3100
1290,6.89,6.309,1856
1291,6.77,6.308,2328
1292,6.85,6.308,1906
1293,6.54,6.307,11457
1294,6.83,6.307,2035
1295,7.12,6.306,1335
1296,6.48,6.306,9399
1297,7.24,6.306,1170
1298,8.02,6.306,659
1299,6.94,6.305,1588
1300,7.03,6.305,1649
1301,6.79,6.305,2218
1302,6.94,6.305,1588
1303,6.96,6.3039999999999985,1538
1304,7.42,6.3039999999999985,893
1305,6.79,6.3039999999999985,2087
1306,6.71,6.3039999999999985,2637
1307,6.93,6.3039999999999985,1670
1308,6.77,6.303,2192
1309,6.82,6.303,1901
1310,6.99,6.303,1459
1311,7.02,6.3020000000000005,1789
1312,6.93,6.3020000000000005,1711
1313,7.21,6.3020000000000005,1313
1314,7.87,6.3020000000000005,690
1315,6.97,6.3020000000000005,1635
1316,7.59,6.3020000000000005,822
1317,6.64,6.301,3058
1318,6.73,6.301,2649
1319,7.39,6.301,990
1320,7.19,6.301,1127
1321,7.14,6.3,1302
1322,6.54,6.3,4591
1323,6.82,6.299,1895
1324,7.8,6.297999999999999,732
1325,7.2,6.297999999999999,1179
1326,7.2,6.297999999999999,1134
1327,7.72,6.297999999999999,743
1328,7.14,6.2970000000000015,1196
1329,6.53,6.2970000000000015,4680
1330,6.69,6.2970000000000015,2643
1331,7.28,6.296,984
1332,7.41,6.295,895
1333,6.73,6.294,2647
1334,6.57,6.292000000000002,3954
1335,6.89,6.292000000000002,1611
1336,7.67,6.292000000000002,798
1337,6.63,6.292000000000002,3027
1338,6.74,6.292000000000002,2110
1339,6.96,6.291,1497
1340,6.61,6.291,3199
1341,6.88,6.291,1712
1342,6.79,6.291,2002
1343,6.78,6.29,1990
1344,7.15,6.289,1169
1345,7.0,6.289,1402
1346,7.26,6.289,1074
1347,7.03,6.289,1379
1348,7.58,6.2879999999999985,757
1349,6.75,6.287000000000001,2279
1350,6.58,6.287000000000001,4097
1351,7.34,6.287000000000001,958
1352,6.75,6.2860000000000005,2603
1353,7.2,6.2860000000000005,1130
1354,6.81,6.285,1826
1355,7.03,6.285,1454
1356,6.7,6.285,2793
1357,7.77,6.285,690
1358,6.67,6.284,2636
1359,6.8,6.284,2040
1360,6.59,6.283,3261
1361,7.44,6.283,868
1362,6.74,6.283,2277
1363,7.02,6.282,1373
1364,6.97,6.2810000000000015,1494
1365,7.53,6.28,775
1366,6.64,6.28,2588
1367,6.95,6.279,1405
1368,6.67,6.278,2479
1369,6.8,6.278,1877
1370,6.65,6.278,2814
1371,6.7,6.278,2357
1372,6.92,6.276,1575
1373,7.79,6.276,781
1374,6.61,6.276,3233
1375,6.77,6.275,1940
1376,7.53,6.275,874
1377,7.1,6.275,1180
1378,6.97,6.274,1360
1379,7.0,6.274,1423
1380,6.82,6.273,1824
1381,6.48,6.273,5316
1382,7.39,6.272,862
1383,6.82,6.272,1737
1384,7.16,6.272,1093
1385,6.61,6.272,2863
1386,6.63,6.271,2854
1387,6.91,6.27,1518
1388,7.31,6.269,966
1389,7.57,6.269,770
1390,7.06,6.268,1227
1391,6.91,6.268,1535
1392,7.23,6.267,1006
1393,6.57,6.267,3394
1394,6.92,6.266,1519
1395,7.02,6.266,1292
1396,6.76,6.265,1878
1397,6.72,6.265,2113
1398,7.38,6.265,872
1399,6.92,6.265,1443
1400,6.45,6.2639999999999985,7314
1401,6.85,6.2620000000000005,1666
1402,6.92,6.2620000000000005,1470
1403,7.9,6.2620000000000005,600
1404,6.57,6.261,4674
1405,6.62,6.261,2682
1406,7.15,6.261,1089
1407,6.64,6.26,2992
1408,6.91,6.26,1446
1409,6.98,6.259,1494
1410,7.46,6.259,816
1411,7.32,6.259,924
1412,6.89,6.259,1672
1413,6.8,6.259,1709
1414,6.96,6.259,1374
1415,6.85,6.257999999999999,1657
1416,7.04,6.257999999999999,1250
1417,8.04,6.2570000000000014,635
1418,7.83,6.2570000000000014,820
1419,7.41,6.2570000000000014,828
1420,6.7,6.2570000000000014,2501
1421,6.9,6.256,1576
1422,6.78,6.256,1994
1423,6.66,6.254,2377
1424,7.94,6.254,576
1425,6.92,6.251,1967
1426,7.17,6.251,1013
1427,8.04,6.25,536
1428,7.2,6.25,1202
1429,7.33,6.249,896
1430,7.65,6.249,822
1431,6.58,6.249,2896
1432,8.21,6.247999999999998,926
1433,6.77,6.247999999999998,1973
1434,6.83,6.247999999999998,1627
1435,6.89,6.247999999999998,1481
1436,6.94,6.247000000000001,1412
1437,6.72,6.247000000000001,2007
1438,6.53,6.247000000000001,3574
1439,7.2,6.246,964
1440,7.04,6.246,1177
1441,7.13,6.245,1091
1442,7.28,6.245,909
1443,7.3,6.245,926
1444,7.18,6.245,1003
1445,6.79,6.244,1811
1446,7.36,6.2429999999999986,870
1447,7.54,6.2429999999999986,749
1448,6.71,6.2429999999999986,2277
1449,6.52,6.242000000000001,3682
1450,7.96,6.242000000000001,514
1451,7.5,6.242000000000001,782
1452,7.28,6.24,1197
1453,6.75,6.24,1874
1454,7.14,6.24,1208
1455,6.77,6.24,1710
1456,6.94,6.239,1351
1457,8.42,6.238,513
1458,6.95,6.238,1457
1459,6.8,6.238,1609
1460,7.08,6.238,1216
1461,6.83,6.237,1612
1462,6.83,6.237,1666
1463,6.62,6.2360000000000015,2453
1464,6.73,6.235,1796
1465,7.33,6.235,1004
1466,6.81,6.235,1563
1467,6.57,6.234,2877
1468,6.68,6.233,2361
1469,7.36,6.233,825
1470,6.64,6.233,2218
1471,7.56,6.233,948
1472,6.39,6.232,7450
1473,6.52,6.232,4608
1474,7.49,6.232,751
1475,8.11,6.231,1156
1476,6.88,6.231,1688
1477,7.72,6.23,643
1478,6.79,6.23,1577
1479,6.78,6.23,1787
1480,6.43,6.229,5035
1481,7.12,6.229,1179
1482,6.52,6.229,3381
1483,7.96,6.228,570
1484,6.91,6.227,1348
1485,6.73,6.227,1785
1486,6.73,6.226,1855
1487,6.44,6.226,5501
1488,7.05,6.226,1120
1489,6.39,6.226,8616
1490,6.81,6.226,1521
1491,6.66,6.225,2498
1492,7.04,6.224,1056
1493,6.7,6.224,1830
1494,6.62,6.223,2351
1495,6.59,6.223,2722
1496,7.13,6.222,950
1497,6.66,6.222,2614
1498,6.72,6.221,1809
1499,7.25,6.221,895
1500,7.65,6.221,650
1501,6.88,6.221,1575
1502,6.92,6.221,1296
1503,7.65,6.221,660
1504,6.79,6.22,1633
1505,7.2,6.22,946
1506,7.24,6.2189999999999985,911
1507,6.83,6.2189999999999985,1509
1508,6.79,6.2189999999999985,1531
1509,8.09,6.218,548
1510,6.47,6.218,3791
1511,7.01,6.218,1237
1512,6.47,6.2170000000000005,3716
1513,6.6,6.2170000000000005,2507
1514,8.09,6.2170000000000005,497
1515,6.95,6.216,1408
1516,7.49,6.216,720
1517,6.93,6.215,1306
1518,6.93,6.215,1229
1519,7.28,6.214,822
1520,6.63,6.212999999999999,2542
1521,7.21,6.212999999999999,969
1522,7.15,6.212999999999999,987
1523,6.99,6.212999999999999,1117
1524,7.3,6.2120000000000015,819
1525,7.11,6.2120000000000015,983
1526,7.16,6.211,944
1527,7.87,6.211,579
1528,6.84,6.211,1412
1529,6.71,6.21,1844
1530,6.9,6.21,1293
1531,7.64,6.209,663
1532,7.12,6.207999999999998,960
1533,6.79,6.207000000000002,1589
1534,6.77,6.207000000000002,1552
1535,7.1,6.205,991
1536,6.87,6.205,1312
1537,6.62,6.205,2089
1538,6.7,6.205,1910
1539,6.89,6.205,1387
1540,6.77,6.205,2046
1541,6.7,6.204,1873
1542,7.38,6.204,790
1543,8.38,6.204,408
1544,7.91,6.2029999999999985,545
1545,7.09,6.2029999999999985,1017
1546,6.36,6.2029999999999985,11884
1547,6.8,6.202000000000001,1588
1548,6.83,6.2010000000000005,1435
1549,6.68,6.2010000000000005,2024
1550,7.18,6.2010000000000005,938
1551,7.42,6.2010000000000005,732
1552,6.51,6.2010000000000005,3166
1553,6.9,6.2,1209
1554,6.74,6.2,1628
1555,7.64,6.2,643
1556,7.85,6.2,559
1557,6.88,6.2,1254
1558,6.55,6.2,3630
1559,7.55,6.199,671
1560,7.27,6.199,969
1561,7.98,6.199,509
1562,7.37,6.199,820
1563,7.09,6.198,977
1564,6.91,6.198,1251
1565,6.83,6.197,1717
1566,6.63,6.197,1987
1567,8.31,6.197,468
1568,6.57,6.197,2422
1569,6.9,6.1960000000000015,1260
1570,6.54,6.1960000000000015,2542
1571,7.46,6.195,677
1572,7.65,6.195,627
1573,7.23,6.195,832
1574,6.57,6.195,2400
1575,6.38,6.195,5214
1576,6.42,6.195,5125
1577,7.17,6.194,954
1578,7.47,6.193,734
1579,6.53,6.193,2571
1580,6.45,6.193,3607
1581,6.43,6.193,4074
1582,6.86,6.193,1308
1583,7.22,6.192,961
1584,6.65,6.192,1967
1585,7.42,6.192,768
1586,6.88,6.191,1297
1587,6.88,6.191,1255
1588,7.33,6.19,851
1589,6.89,6.19,1231
1590,7.55,6.187,794
1591,6.61,6.187,2051
1592,7.03,6.187,1038
1593,6.71,6.187,1627
1594,6.67,6.186,2000
1595,6.33,6.186,7378
1596,6.33,6.186,10339
1597,7.64,6.186,584
1598,6.62,6.185,2071
1599,6.8,6.185,1751
1600,6.43,6.185,4717
1601,6.68,6.185,1760
1602,6.6,6.184,2198
1603,7.07,6.184,1020
1604,6.68,6.183,1682
1605,7.06,6.183,953
1606,7.06,6.182,997
1607,7.29,6.182,742
1608,7.46,6.182,702
1609,7.08,6.18,956
1610,6.91,6.18,1174
1611,6.95,6.18,1085
1612,6.55,6.18,2329
1613,6.57,6.18,2412
1614,7.02,6.1789999999999985,1046
1615,6.49,6.1789999999999985,2778
1616,7.1,6.1789999999999985,1083
1617,6.68,6.178,1823
1618,6.28,6.1770000000000005,22874
1619,6.65,6.1770000000000005,2147
1620,7.44,6.176,670
1621,7.19,6.176,960
1622,7.16,6.176,929
1623,6.76,6.176,1523
1624,8.37,6.175,448
1625,6.87,6.175,1496
1626,7.72,6.175,587
1627,6.45,6.174,3176
1628,6.48,6.172999999999999,2858
1629,6.75,6.172999999999999,1465
1630,6.35,6.172999999999999,6811
1631,6.51,6.172999999999999,3000
1632,6.76,6.1720000000000015,1421
1633,6.98,6.1720000000000015,1176
1634,7.25,6.171,878
1635,6.53,6.17,2336
1636,7.44,6.169,639
1637,6.62,6.169,2135
1638,7.34,6.169,726
1639,6.51,6.169,2601
1640,7.23,6.169,848
1641,6.48,6.169,2939
1642,7.06,6.167999999999998,949
1643,6.6,6.167999999999998,2197
1644,7.08,6.167000000000002,988
1645,6.96,6.167000000000002,1039
1646,6.41,6.167000000000002,3482
1647,6.88,6.166,1364
1648,7.61,6.166,709
1649,6.73,6.165,1459
1650,6.44,6.165,3329
1651,6.61,6.164,2055
1652,6.95,6.1629999999999985,1049
1653,6.84,6.1629999999999985,1288
1654,6.65,6.1629999999999985,1687
1655,6.67,6.162000000000001,1602
1656,6.78,6.162000000000001,1372
1657,6.54,6.162000000000001,2289
1658,6.51,6.162000000000001,2620
1659,6.74,6.1610000000000005,1429
1660,7.09,6.1610000000000005,963
1661,6.54,6.1610000000000005,2499
1662,7.99,6.1610000000000005,485
1663,6.89,6.1610000000000005,1203
1664,6.82,6.1610000000000005,1221
1665,6.82,6.16,1251
1666,6.44,6.16,3010
1667,6.89,6.16,1102
1668,6.49,6.16,2481
1669,7.84,6.159,483
1670,6.93,6.159,1053
1671,7.31,6.159,808
1672,6.74,6.158,1457
1673,7.23,6.158,820
1674,6.79,6.158,1387
1675,7.45,6.158,663
1676,6.45,6.157,2863
1677,6.9,6.1560000000000015,1166
1678,7.49,6.155,655
1679,7.0,6.155,1049
1680,8.1,6.155,563
1681,6.49,6.155,2597
1682,7.37,6.155,776
1683,6.79,6.154,1395
1684,6.72,6.154,1495
1685,6.74,6.153,1611
1686,7.68,6.153,549
1687,6.97,6.153,1051
1688,7.8,6.152,526
1689,6.86,6.151,1392
1690,7.08,6.151,897
1691,7.89,6.151,474
1692,8.0,6.151,446
1693,7.1,6.149,929
1694,7.1,6.149,970
1695,6.65,6.149,1710
1696,6.82,6.149,1192
1697,7.91,6.148,459
1698,6.82,6.148,1168
1699,8.04,6.148,558
1700,6.73,6.148,1469
1701,7.43,6.147,632
1702,7.34,6.147,721
1703,8.09,6.146,501
1704,6.86,6.146,1227
1705,6.93,6.145,1118
1706,6.77,6.145,1305
1707,6.72,6.145,1339
1708,7.13,6.145,910
1709,7.24,6.144,741
1710,6.41,6.143,3341
1711,8.11,6.143,446
1712,7.42,6.143,633
1713,7.05,6.143,866
1714,7.49,6.141,644
1715,7.11,6.141,898
1716,6.76,6.141,1288
1717,7.45,6.141,652
1718,6.78,6.141,1320
1719,6.31,6.141,11263
1720,6.79,6.14,1289
1721,6.92,6.1389999999999985,1013
1722,6.58,6.1389999999999985,1835
1723,7.22,6.1389999999999985,877
1724,6.98,6.138,934
1725,6.7,6.138,1625
1726,6.46,6.138,2679
1727,6.38,6.1370000000000005,3552
1728,6.9,6.1370000000000005,1008
1729,6.99,6.136,946
1730,6.82,6.135,1400
1731,6.72,6.135,1390
1732,6.69,6.134,1775
1733,6.28,6.134,8920
1734,6.5,6.134,2298
1735,7.14,6.134,819
1736,7.24,6.132999999999999,707
1737,6.86,6.132999999999999,1101
1738,6.78,6.132999999999999,1527
1739,6.44,6.1320000000000014,2714
1740,7.16,6.1320000000000014,817
1741,6.83,6.131,1115
1742,6.86,6.13,1141
1743,6.36,6.13,3594
1744,6.72,6.13,1500
1745,7.09,6.129,892
1746,6.82,6.129,1264
1747,7.15,6.127999999999999,785
1748,6.3,6.127999999999999,5439
1749,7.9,6.127999999999999,466
1750,6.85,6.127999999999999,1181
1751,7.32,6.127000000000002,696
1752,6.5,6.126,2436
1753,7.3,6.126,680
1754,6.76,6.125,1210
1755,6.61,6.124,1613
1756,7.5,6.124,635
1757,7.04,6.124,837
1758,7.0,6.124,840
1759,6.92,6.122999999999998,969
1760,7.52,6.122000000000001,599
1761,6.91,6.122000000000001,976
1762,7.07,6.122000000000001,995
1763,7.83,6.122000000000001,467
1764,7.58,6.122000000000001,524
1765,7.12,6.122000000000001,804
1766,6.68,6.122000000000001,1851
1767,6.49,6.122000000000001,3002
1768,6.61,6.122000000000001,1713
1769,7.11,6.121,825
1770,7.72,6.121,548
1771,7.11,6.12,833
1772,7.67,6.12,511
1773,6.67,6.119,1418
1774,6.89,6.1179999999999986,1033
1775,6.86,6.1179999999999986,1100
1776,8.05,6.1179999999999986,421
1777,6.86,6.117000000000001,1076
1778,7.83,6.1160000000000005,487
1779,6.72,6.1160000000000005,1280
1780,6.83,6.1160000000000005,1072
1781,6.56,6.115,1841
1782,6.7,6.115,1352
1783,6.78,6.115,1219
1784,6.88,6.115,1021
1785,6.73,6.114,1363
1786,7.02,6.114,1011
1787,6.84,6.114,1024
1788,6.84,6.114,1044
1789,6.47,6.114,2950
1790,6.79,6.113,1262
1791,6.54,6.112,1872
1792,7.28,6.112,725
1793,6.77,6.112,1423
1794,6.6,6.112,1641
1795,6.49,6.1110000000000015,2718
1796,7.1,6.11,818
1797,6.72,6.11,1329
1798,6.62,6.11,1448
1799,7.88,6.109,457
1800,6.54,6.109,1752
1801,6.39,6.109,3066
1802,6.66,6.109,1446
1803,6.95,6.109,878
1804,7.2,6.107,710
1805,6.72,6.106,1269
1806,6.9,6.106,1052
1807,6.69,6.105,1273
1808,6.61,6.105,1876
1809,6.47,6.104,2155
1810,7.0,6.104,955
1811,7.41,6.103,630
1812,6.55,6.103,1795
1813,7.34,6.102,832
1814,6.65,6.102,1424
1815,6.63,6.102,1584
1816,6.54,6.102,1740
1817,6.5,6.102,1912
1818,6.75,6.102,1174
1819,7.66,6.102,504
1820,7.08,6.102,812
1821,6.82,6.101,1197
1822,6.5,6.101,2062
1823,6.67,6.101,1332
1824,7.25,6.101,663
1825,6.48,6.101,3038
1826,6.55,6.1,1673
1827,6.68,6.1,2446
1828,6.39,6.1,2550
1829,7.37,6.1,616
1830,6.96,6.1,871
1831,8.5,6.099,400
1832,6.38,6.098,4368
1833,6.71,6.098,1274
1834,6.22,6.098,14340
1835,7.21,6.097,714
1836,6.92,6.097,890
1837,7.32,6.097,765
1838,6.61,6.096,1468
1839,7.03,6.096,792
1840,6.62,6.096,1375
1841,6.62,6.096,1582
1842,8.02,6.095,401
1843,6.56,6.095,1615
1844,6.82,6.095,1007
1845,7.52,6.095,511
1846,7.55,6.0939999999999985,505
1847,6.59,6.093,1549
1848,6.79,6.093,1067
1849,6.48,6.093,2472
1850,7.58,6.093,547
1851,6.48,6.093,2048
1852,6.5,6.0920000000000005,1978
1853,6.47,6.0920000000000005,2062
1854,6.4,6.0920000000000005,2718
1855,7.07,6.0920000000000005,771
1856,6.75,6.0920000000000005,1106
1857,7.01,6.091,978
1858,6.87,6.09,1075
1859,7.58,6.09,512
1860,6.53,6.089,1681
1861,6.99,6.089,858
1862,7.46,6.089,567
1863,7.11,6.087999999999999,771
1864,6.48,6.087999999999999,1823
1865,6.46,6.0870000000000015,1934
1866,7.67,6.0870000000000015,483
1867,7.7,6.0870000000000015,501
1868,6.56,6.0870000000000015,1611
1869,8.15,6.0870000000000015,384
1870,6.67,6.0870000000000015,1276
1871,7.57,6.086,483
1872,6.64,6.086,1384
1873,6.97,6.086,856
1874,7.23,6.086,714
1875,7.74,6.086,498
1876,6.52,6.085,2363
1877,7.2,6.085,685
1878,6.61,6.085,1397
1879,7.27,6.085,584
1880,7.32,6.084,658
1881,6.44,6.084,2225
1882,7.06,6.084,777
1883,6.61,6.082999999999998,1392
1884,6.4,6.082999999999998,2349
1885,7.43,6.082999999999998,567
1886,8.18,6.082999999999998,384
1887,6.9,6.082999999999998,946
1888,6.55,6.082000000000002,1567
1889,6.44,6.082000000000002,2026
1890,6.51,6.082000000000002,1710
1891,8.71,6.082000000000002,273
1892,6.63,6.081,1544
1893,6.57,6.081,1510
1894,6.49,6.08,1794
1895,6.84,6.08,985
1896,6.68,6.08,1216
1897,6.73,6.08,1098
1898,6.83,6.079,975
1899,7.49,6.079,499
1900,8.06,6.079,421
1901,6.42,6.079,2352
1902,6.27,6.079,7031
1903,6.89,6.0779999999999985,901
1904,7.41,6.0779999999999985,560
1905,6.46,6.0779999999999985,2108
1906,7.26,6.0760000000000005,646
1907,6.76,6.0760000000000005,1032
1908,7.01,6.075,859
1909,7.35,6.075,566
1910,6.87,6.075,945
1911,7.43,6.075,615
1912,7.71,6.075,504
1913,7.08,6.074,810
1914,6.5,6.073,2261
