Name,Rank,Arating,Grating,votes
Sweden Fights On,3162,7.73,5.817,205
Grand Prix,3163,7.2,5.816,290
Capo Dei Capi,3164,6.82,5.816,407
Saltlands,3165,7.08,5.816,388
Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons,3166,6.93,5.816,351
1000 Blank White Cards,3167,6.68,5.816,505
Let's Catch the Lion!,3168,6.69,5.816,466
Peloponnes Card Game,3169,6.83,5.816,398
Paydirt,3170,6.88,5.816,416
Deadzone,3171,7.36,5.815,308
Bling Bling Gemstone,3172,6.56,5.815,522
Roads to Leningrad,3173,7.51,5.815,252
Catan: Ancient Egypt,3174,7.27,5.815,296
The Lord of the Rings: The Return of the King Deck-Building Game,3175,7.07,5.815,349
Empires of the Ancient World,3176,6.62,5.815,519
Manifest Destiny,3177,6.5,5.814,574
Blox,3178,6.55,5.814,527
Mogul,3179,6.5,5.814,548
Enemy at the Gates,3180,7.6,5.814,233
Doodle City,3181,6.36,5.814,712
Take it to the Limit!,3182,6.85,5.814,394
Perplexus,3183,7.0,5.814,346
Hellapagos,3184,6.7,5.814,539
Rick and Morty: Total Rickall Card Game,3185,6.33,5.814,1050
Ninja: Legend of the Scorpion Clan,3186,6.52,5.813,583
BuyWord,3187,6.34,5.813,733
Tomb: Cryptmaster,3188,6.57,5.813,557
The Barbarossa Campaign,3189,7.92,5.813,192
Rondo,3190,6.56,5.813,532
Principato,3191,6.23,5.813,943
Homeworlds,3192,7.44,5.813,249
Hokkaido,3193,7.35,5.812,251
Venetia,3194,7.04,5.812,340
Castles of Caladale,3195,6.53,5.812,575
Castellan,3196,6.31,5.812,827
Bubblee Pop,3197,6.46,5.812,646
Hapsburg Eclipse,3198,7.27,5.812,286
Dracula's Feast,3199,7.03,5.812,351
Filthy Rich,3200,6.38,5.812,678
Starship Merchants,3201,6.65,5.812,450
Confrontation,3202,7.01,5.812,359
Car Wars Compendium,3203,7.11,5.812,307
Frederick the Great,3204,6.87,5.812,404
Buck Rogers: Battle for the 25th Century Game,3205,6.44,5.812,766
Sequence,3206,5.96,5.811,5849
Endangered Orphans of Condyle Cove,3207,6.47,5.811,677
Epic Armageddon,3208,7.56,5.811,259
Robber Knights,3209,6.15,5.811,1224
The Walled City: Londonderry & Borderlands,3210,6.83,5.811,406
New York,3211,6.64,5.811,473
Air Baron,3212,6.4,5.81,743
Unlock! Fifth Avenue,3213,6.96,5.81,332
Panic Lab,3214,6.18,5.81,1212
Dwar7s Fall,3215,6.79,5.81,558
Fire in the East,3216,7.46,5.81,274
Unicornus Knights,3217,7.12,5.81,316
Dark Souls: The Card Game,3218,7.14,5.81,376
Human Punishment: Social Deduction 2.0,3219,8.09,5.81,380
The Gardens of the Alhambra,3220,6.14,5.81,1230
Mr. Madison's War: The Incredible War of 1812,3221,7.51,5.81,238
Control,3222,6.7,5.81,523
Zero Down,3223,6.44,5.809,629
Xi'an,3224,7.25,5.809,278
Circus Train (Second edition),3225,7.17,5.809,286
Voodoo Prince,3226,6.95,5.808,322
Pyramid Poker,3227,6.7,5.808,428
Forged in Steel,3228,7.35,5.808,247
Napoleon in Europe,3229,6.62,5.808,645
Runebound (First Edition),3230,6.19,5.808,1489
Might & Magic Heroes,3231,6.68,5.808,520
Siberia: The Card Game,3232,6.81,5.807,387
Strat-O-Matic Pro Football,3233,7.11,5.807,340
Whistling Death,3234,8.19,5.807,241
Mush! Mush!: Snow Tails 2,3235,6.95,5.807,327
"Fort Sumter: The Secession Crisis, 1860-61",3236,6.93,5.807,334
Eminent Domain: Battlecruisers,3237,6.48,5.807,566
Sergeants Miniatures Game: Day of Days,3238,7.74,5.807,238
Phoenix,3239,6.4,5.807,666
Clash of Monarchs,3240,7.1,5.806,312
Mag·Blast (Third Edition),3241,6.03,5.806,1856
Coconuts Duo,3242,7.05,5.806,314
Holdfast: Russia 1941-42,3243,7.74,5.806,200
History of the World,3244,7.46,5.806,239
American Megafauna,3245,6.94,5.806,336
Draco Magi,3246,6.5,5.805,655
Settlers of Catan: Gallery Edition,3247,6.77,5.805,620
Hocus,3248,6.68,5.805,469
The Big Idea,3249,6.31,5.805,815
TOKYO METRO,3250,7.33,5.805,246
The Mole in the Hole,3251,6.32,5.805,778
CapCom Street Fighter Deck-Building Game,3252,6.64,5.805,524
"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",3253,8.27,5.805,177
Delve,3254,6.69,5.805,482
EXCEED: Red Horizon – Reese & Heidi vs. Vincent & Nehtali,3255,7.95,5.805,209
Pocket Rockets,3256,6.33,5.805,716
Button Men,3257,6.35,5.805,773
Wizard's Quest,3258,6.16,5.803999999999999,1325
Reverse Charades,3259,6.73,5.803999999999999,418
EXCEED Fighting System,3260,8.6,5.803999999999999,161
Imperium Romanum II,3261,6.58,5.803999999999999,546
Alhambra: The Dice Game,3262,6.19,5.803,1034
Ace of Aces: Handy Rotary Deluxe Edition,3263,7.13,5.803,300
Mr. Cabbagehead's Garden,3264,7.29,5.803,268
NATO: The Next War in Europe,3265,6.64,5.803,511
BasketBoss,3266,6.47,5.803,541
Far Space Foundry,3267,6.83,5.803,363
Loot Island,3268,6.6,5.803,487
Expancity,3269,7.1,5.803,388
Warhammer: The Game of Fantasy Battles (8th Edition),3270,7.29,5.803,289
Bretagne,3271,6.73,5.803,420
It Happens..,3272,6.2,5.8020000000000005,960
Spectaculum,3273,6.43,5.8020000000000005,571
Piraten kapern,3274,6.39,5.8020000000000005,705
Clash of Giants II,3275,7.2,5.8020000000000005,282
We Must Tell the Emperor,3276,7.39,5.8020000000000005,251
Wing Leader: Supremacy 1943-1945,3277,8.34,5.8020000000000005,165
Henchmania,3278,6.94,5.8020000000000005,379
Expedition: Famous Explorers,3279,6.85,5.801,364
Ziegen Kriegen,3280,6.13,5.801,1134
Suspend,3281,6.32,5.801,799
Zombies!!! 4: The End...,3282,6.17,5.801,1372
Huida de Silver City,3283,6.95,5.801,401
Game of Thrones: The Card Game,3284,6.3,5.801,832
The Swarm,3285,6.42,5.801,586
Relationship Tightrope,3286,6.18,5.801,997
Heave Ho!,3287,6.26,5.801,872
Battles of Napoleon: The Eagle and the Lion,3288,7.36,5.801,282
Aquileia,3289,6.76,5.801,439
Grimslingers,3290,6.54,5.801,658
"The Blitzkrieg Legend: The Battle for France, 1940",3291,8.11,5.801,178
Formula-1,3292,6.65,5.801,525
Source of the Nile,3293,6.48,5.801,547
Captains of the Gulf,3294,7.16,5.8,280
Dark Darker Darkest,3295,6.39,5.8,819
Mystery Rummy: Escape from Alcatraz,3296,6.94,5.8,330
"Rattle, Battle, Grab the Loot",3297,6.33,5.8,824
Firefly Adventures: Brigands and Browncoats,3298,7.15,5.8,328
Haven,3299,7.39,5.8,243
Vineta,3300,6.21,5.8,971
"The Peloponnesian War, 431-404 BC",3301,6.74,5.8,417
My Happy Farm,3302,6.51,5.8,569
On to Richmond!,3303,7.95,5.8,181
Dual Powers: Revolution 1917,3304,7.93,5.8,188
Jarl: The Vikings Tile-Laying Game,3305,7.05,5.7989999999999995,313
Tutankhamen,3306,6.11,5.7989999999999995,1245
Black Stories 2,3307,6.2,5.7989999999999995,979
Babylon 5 Collectible Card Game,3308,6.75,5.7989999999999995,477
Call to Glory,3309,6.6,5.7989999999999995,478
Schafkopf,3310,7.45,5.797999999999999,247
Warhammer Age of Sigmar,3311,6.67,5.797999999999999,495
Fast Forward: FEAR,3312,6.22,5.797999999999999,887
Things...,3313,6.11,5.797999999999999,1710
The New Science,3314,6.5,5.797999999999999,612
Birds of a Feather,3315,6.76,5.797999999999999,410
Space Beans,3316,6.08,5.797999999999999,1367
Dingo's Dreams,3317,6.46,5.797999999999999,584
ESSEN The Game: SPIEL'13,3318,6.82,5.797999999999999,382
Fzzzt!,3319,6.24,5.797999999999999,841
Shitenno,3320,6.75,5.797000000000001,380
No Retreat!,3321,7.85,5.797000000000001,186
BattleTech CCG,3322,6.42,5.797000000000001,710
Speed Cups,3323,6.23,5.797000000000001,922
Next War: Korea,3324,8.07,5.796,196
Wiraqocha,3325,6.62,5.796,456
Starship Samurai,3326,7.04,5.796,332
The Last Spike,3327,6.81,5.796,386
Voodoo,3328,6.35,5.796,841
Gin Rummy,3329,6.19,5.796,1018
Samurai,3330,7.12,5.796,292
Nemo's War,3331,7.06,5.795,296
Rattus Cartus,3332,6.59,5.795,476
Armageddon,3333,6.69,5.795,428
World of Yo-Ho,3334,6.53,5.795,489
Chang Cheng,3335,6.17,5.795,1042
"1066, Tears To Many Mothers",3336,7.27,5.794,286
Air Force,3337,6.42,5.794,677
Sitting Ducks Gallery,3338,6.08,5.794,1542
Piranha Pedro,3339,6.24,5.794,794
Crows,3340,6.4,5.794,622
Guildhall Fantasy: Coalition,3341,7.25,5.792999999999999,261
Fortress Europa,3342,6.6,5.792999999999999,509
Battles for the Ardennes,3343,7.39,5.792999999999999,250
Lost Battles,3344,7.98,5.792999999999999,182
Klunker,3345,6.22,5.792999999999999,850
Würfel Bingo,3346,6.47,5.792999999999999,547
Epic PVP: Fantasy,3347,6.6,5.792999999999999,556
Stich-Meister,3348,6.71,5.792999999999999,386
Eruption,3349,6.37,5.792999999999999,671
Gettysburg (125th Anniversary edition),3350,6.61,5.792999999999999,499
WINK,3351,6.65,5.792000000000001,439
Farlight,3352,6.94,5.792000000000001,338
Dogs,3353,7.06,5.792000000000001,316
A Column of Fire,3354,6.57,5.792000000000001,473
Wind the Film!,3355,7.39,5.792000000000001,230
"The Good, the Bad, and the Munchkin",3356,6.21,5.792000000000001,1197
Burke's Gambit,3357,6.73,5.792000000000001,494
Guards of Atlantis: Tabletop MOBA,3358,7.38,5.791,262
Ardennes,3359,7.11,5.791,300
Conquest of the Empire,3360,6.28,5.791,963
HMS Dolores,3361,6.28,5.791,782
Bremerhaven,3362,6.57,5.791,488
Attack on Titan: The Last Stand,3363,6.88,5.791,388
Felinia,3364,6.5,5.791,534
Hoopla,3365,6.25,5.791,896
M,3366,6.4,5.791,597
Scarab Lords,3367,6.05,5.791,1514
Tanto Cuore: Oktoberfest,3368,7.45,5.791,244
Orchard,3369,6.38,5.79,705
Fish Cook,3370,6.96,5.79,319
Hive Mind,3371,7.16,5.79,286
Lift Off,3372,7.3,5.79,263
Sorcerer,3373,8.36,5.79,227
Dragon Pass,3374,6.84,5.79,411
Trash Pandas,3375,6.87,5.79,372
Lift it!,3376,6.32,5.79,728
Where Eagles Dare,3377,8.32,5.79,158
Dread Curse,3378,6.38,5.789,615
Giro d'Italia: The Game,3379,7.08,5.789,289
Monmouth,3380,7.36,5.789,233
Conquistador,3381,6.46,5.789,561
GOSU 2: Tactics,3382,7.04,5.789,315
Unexploded Cow,3383,6.08,5.789,1607
Anno Domini: Flopps,3384,6.91,5.789,318
Dice Throne,3385,8.36,5.789,153
FAB: Sicily,3386,7.35,5.789,234
Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1,3387,7.79,5.787999999999999,204
Stop Thief,3388,6.32,5.787999999999999,790
25 Words or Less,3389,6.56,5.787999999999999,502
Monty's Gamble: Market Garden,3390,7.07,5.787999999999999,297
Celebrities,3391,7.24,5.787999999999999,245
Alien vs Predator: The Hunt Begins,3392,6.99,5.787999999999999,421
Blood & Roses,3393,7.58,5.787999999999999,215
Dead Drop,3394,6.44,5.787999999999999,550
Q.E.,3395,7.5,5.787999999999999,205
Nations at War: White Star Rising,3396,7.38,5.787999999999999,251
Straw,3397,6.22,5.787999999999999,917
The Fog of War,3398,7.4,5.787999999999999,237
Brick Party,3399,6.73,5.787999999999999,404
The Message,3400,6.92,5.787000000000001,371
"Barbarossa: Kiev to Rostov, 1941",3401,7.79,5.787000000000001,193
WWE Superstar Showdown,3402,6.66,5.787000000000001,439
Northern Pacific,3403,7.03,5.787000000000001,279
1848: Australia,3404,7.87,5.787000000000001,165
Eselsbrücke,3405,6.94,5.787000000000001,321
Peak Oil,3406,6.81,5.787000000000001,380
Warhammer: Battle For Skull Pass,3407,6.72,5.787000000000001,407
Rumble in the Dungeon,3408,6.34,5.787000000000001,656
Quietville,3409,6.18,5.7860000000000005,922
Black Rose Wars,3410,8.56,5.7860000000000005,307
3rd Fleet,3411,7.31,5.7860000000000005,265
Horizons,3412,7.04,5.7860000000000005,308
Ebbe & Flut,3413,6.51,5.7860000000000005,501
Push It,3414,7.21,5.7860000000000005,247
Reworld,3415,6.75,5.7860000000000005,367
Kraków 1325 AD,3416,6.45,5.7860000000000005,541
Half-Pint Heroes,3417,6.82,5.7860000000000005,371
Ascension: Gift of the Elements,3418,7.67,5.7860000000000005,212
Battleground: Crossbows & Catapults War Chest Starter Set,3419,6.58,5.7860000000000005,534
Die Dolmengötter,3420,6.58,5.7860000000000005,435
Risk (Revised Edition),3421,6.0,5.7860000000000005,2599
For the Crown (Second edition),3422,7.38,5.785,236
Necromunda: Underhive,3423,7.95,5.785,212
Battles of the Bulge: Celles,3424,7.82,5.785,184
Hungry,3425,6.35,5.785,635
Snorta!,3426,6.1,5.785,1368
Iquazú,3427,6.84,5.785,344
In Magnificent Style,3428,7.37,5.784,229
Batt'l Kha'os,3429,6.35,5.784,660
Lemming Mafia,3430,6.21,5.784,891
Guatemala Café,3431,6.28,5.784,741
Field of Glory: The Card Game,3432,6.65,5.784,408
Neolithic,3433,7.32,5.784,249
Uncharted: The Board Game,3434,6.54,5.7829999999999995,509
Say Bye to the Villains,3435,6.41,5.7829999999999995,582
Chariots of Fire,3436,7.49,5.7829999999999995,209
Untold: Adventures Await,3437,7.52,5.782,228
Perplexus Epic,3438,7.39,5.782,227
Pocket Battles: Macedonians vs. Persians,3439,6.92,5.782,333
Michael Strogoff,3440,6.86,5.782,333
"Warhammer 40,000: Assault On Black Reach",3441,7.03,5.782,291
Atlantic Storm,3442,6.51,5.782,518
Kingdom Defenders,3443,7.87,5.782,197
Trax,3444,6.51,5.781000000000001,503
Mask of Anubis,3445,7.08,5.781000000000001,267
What's He Building in There?,3446,6.71,5.781000000000001,396
Wings of Glory: WW2 Starter Set,3447,7.38,5.781000000000001,250
Frogriders,3448,6.62,5.781000000000001,417
Canasta Caliente,3449,6.34,5.781000000000001,736
Attack Sub,3450,6.59,5.781000000000001,457
Targui,3451,6.35,5.781000000000001,657
1714: The Case of the Catalans,3452,7.04,5.781000000000001,290
Gorechosen,3453,7.21,5.781000000000001,299
Hand of Fate: Ordeals,3454,7.65,5.78,248
Crossfire,3455,6.65,5.78,414
Hellboy: The Board Game,3456,8.52,5.78,218
North American Railways,3457,6.81,5.78,334
BANG! The Duel,3458,6.54,5.78,554
Napoleon against Europe,3459,7.79,5.78,180
The Fires of Midway,3460,7.35,5.78,249
Tudor,3461,7.12,5.78,271
Groo: The Game,3462,6.27,5.78,784
Pit Crew,3463,6.53,5.78,466
The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,3464,7.15,5.779,272
Wings of Glory: WW1 Duel Pack,3465,8.05,5.779,196
Touria,3466,6.7,5.779,387
Valor & Victory,3467,7.72,5.779,208
Mammoth Hunters,3468,6.14,5.778,991
JamSumo,3469,7.44,5.778,211
Nightfighter,3470,7.39,5.778,228
Cardline: Globetrotter,3471,6.44,5.778,545
Sky Tango,3472,6.4,5.778,564
Munchkin Bites!,3473,6.02,5.778,2713
Hollywood,3474,6.51,5.778,471
Council of Blackthorn,3475,7.37,5.777,298
Napoleon at Leipzig,3476,7.39,5.777,227
5th Fleet,3477,7.18,5.777,288
No Peace Without Spain!,3478,7.61,5.777,207
Knit Wit,3479,6.2,5.777,853
Guilford,3480,7.1,5.777,259
Popular Front,3481,7.08,5.777,269
Animal Upon Animal: Crest Climbers,3482,7.11,5.777,255
Siberia,3483,6.83,5.777,324
Hemloch,3484,6.88,5.777,323
Wie ich die Welt sehe...,3485,7.01,5.777,284
Hoplite,3486,7.73,5.776,180
Auf Teufel komm raus,3487,6.74,5.776,358
Monster Chase,3488,6.37,5.776,615
Canal Grande,3489,6.4,5.776,552
Mystery of the Temples,3490,6.68,5.776,385
Canyon,3491,6.25,5.776,732
Monikers: Something Something,3492,8.04,5.776,154
Blackbeard,3493,6.11,5.775,1095
Leaders of Euphoria: Choose a Better Oppressor,3494,6.62,5.775,414
Yom Kippur,3495,6.96,5.775,312
1906 San Francisco,3496,7.4,5.775,214
The Order of Vampire Hunters,3497,7.65,5.775,294
Penny Arcade: The Game – Rumble in R'lyeh,3498,6.97,5.775,314
Okanagan: Valley of the Lakes,3499,6.78,5.775,362
Arctic Front,3500,7.3,5.775,249
Alexandros,3501,6.18,5.774,883
ONUS! Rome Vs Carthage,3502,7.73,5.774,233
Tanks: Panther vs Sherman,3503,7.43,5.774,274
Duell,3504,6.34,5.774,581
Dampfross,3505,6.27,5.774,740
Battlestations: Second Edition,3506,8.24,5.774,186
Shephy,3507,6.81,5.774,335
Panzer Grenadier: Eastern Front,3508,7.06,5.774,295
Fallen Land: A Post Apocalyptic Board Game,3509,8.45,5.774,248
Matryoshka,3510,6.72,5.774,395
Axis & Allies 1941,3511,6.42,5.774,776
Smile,3512,6.67,5.773,397
King's Road,3513,6.66,5.773,379
Trollhalla,3514,6.68,5.773,391
China Rails,3515,7.12,5.773,263
Mini Kubb,3516,7.41,5.773,210
Elfenroads,3517,7.1,5.773,280
Pax Emancipation,3518,7.89,5.773,157
Boomerang,3519,6.51,5.773,471
"The Greatest Day: Sword, Juno, and Gold Beaches",3520,8.71,5.772,135
Spellcaster,3521,6.58,5.772,429
Cursed Court,3522,7.22,5.772,249
Lock 'n Load: Heroes of the Blitzkrieg,3523,7.9,5.772,184
Drive,3524,6.51,5.772,462
Sole Mio!,3525,6.26,5.772,699
Kreus,3526,6.81,5.772,337
Freight Train,3527,6.42,5.772,507
Sundae Split,3528,6.96,5.772,293
The Institute for Magical Arts,3529,6.96,5.772,291
D-Day at Peleliu,3530,8.22,5.772,168
VektoRace,3531,8.36,5.772,183
Big Shot,3532,6.53,5.771,444
Nile DeLuxor,3533,6.64,5.771,382
Monsters Menace America,3534,5.96,5.771,2222
The Undercity: An Iron Kingdoms Adventure Board Game,3535,7.18,5.771,287
The Dutch Golden Age,3536,6.38,5.771,561
Infarkt,3537,6.67,5.77,436
Spellbound,3538,6.85,5.77,311
Southern Front,3539,7.42,5.77,220
It Never Snows,3540,7.48,5.77,203
Monkeys on the Moon,3541,6.23,5.77,736
Schoko & Co.,3542,6.66,5.77,387
Divinity Derby,3543,6.96,5.77,299
Gorus Maximus,3544,6.88,5.77,375
"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",3545,7.93,5.769,174
Mag·Blast (Second Edition),3546,6.33,5.769,672
Junk Orbit,3547,7.18,5.769,255
Championship Formula Racing,3548,7.7,5.769,187
Rolling Stock,3549,7.44,5.769,195
Keltis: Das Würfelspiel,3550,6.46,5.769,472
King's Gate,3551,6.2,5.769,799
Pirates of the Spanish Main,3552,6.04,5.769,2664
Chosŏn,3553,6.69,5.769,382
Amateurs to Arms!,3554,7.88,5.769,167
Cluzzle,3555,6.32,5.769,624
Disc Duelers,3556,6.75,5.768,336
War Galley,3557,7.08,5.768,266
Kosmonauts,3558,6.68,5.768,369
Quicksand,3559,6.1,5.768,1047
The Very Clever Pipe Game,3560,6.23,5.768,803
Amazons,3561,7.1,5.768,262
Advanced Squad Leader: Starter Kit Historical Module 1 – Decision at Elst,3562,8.44,5.768,146
"Warhammer 40,000 (sixth edition)",3563,6.74,5.768,351
Katamino,3564,6.35,5.768,632
Kogge,3565,6.78,5.767,312
Subatomic: An Atom Building Game,3566,7.2,5.767,264
Arkham Horror,3567,6.61,5.767,494
Skull Tales,3568,7.94,5.767,233
Invaders,3569,6.96,5.767,294
RAN,3570,7.46,5.767,202
Dairyman,3571,6.56,5.767,447
La Bataille de la Moscowa (third edition),3572,8.58,5.767,137
"Barbarossa: Army Group South, 1941",3573,7.92,5.767,162
World War I,3574,6.78,5.766,360
Déjà Vu,3575,6.63,5.766,379
Martian Fluxx,3576,6.19,5.766,878
Oz Fluxx,3577,6.31,5.766,735
Space Infantry,3578,6.93,5.766,307
Colonialism,3579,6.84,5.766,302
Battle for Moscow (second edition),3580,6.87,5.766,316
Christmas Tree,3581,7.25,5.766,236
Dragon Rampage,3582,6.46,5.766,489
Railway Rivals,3583,6.73,5.766,369
Sherlock: Last Call,3584,7.13,5.766,248
Matcha,3585,6.42,5.766,509
Hordes of the Things,3586,7.28,5.766,240
Bunny Bunny Moose Moose,3587,6.15,5.766,887
30 Seconds,3588,6.68,5.766,412
Gloria Mundi,3589,6.1,5.765,1068
Space Park,3590,7.35,5.765,245
Age of Thieves,3591,6.86,5.765,331
Fairytale Gloom,3592,6.57,5.765,474
Napoleon at Waterloo,3593,6.62,5.765,441
The Arab-Israeli Wars,3594,6.37,5.765,615
Wings for the Baron (second edition),3595,7.43,5.765,204
In a Grove,3596,6.35,5.765,578
Water Lily,3597,6.6,5.765,390
iKNOW,3598,6.34,5.765,670
Down in Flames: Aces High,3599,7.07,5.765,271
Texas Showdown,3600,7.03,5.765,254
Craftsmen,3601,6.63,5.763999999999999,412
Four Dragons,3602,6.57,5.763999999999999,415
Euphrates & Tigris: Contest of Kings,3603,6.08,5.763999999999999,1163
The Ironclads,3604,7.29,5.763999999999999,242
Kalah,3605,5.88,5.763999999999999,5156
Jutland,3606,6.67,5.763999999999999,438
Waterloo 1815: Fallen Eagles,3607,8.33,5.763999999999999,157
The Lamps Are Going Out,3608,7.61,5.763999999999999,204
1920 Wall Street,3609,6.81,5.763999999999999,338
Too Many Cinderellas,3610,6.43,5.763,508
Race to the New Found Land,3611,6.85,5.763,303
Sola Fide: The Reformation,3612,6.59,5.763,396
Anno Domini: Sex & Crime,3613,6.76,5.763,319
Ace of Aces: Flying Machines,3614,6.99,5.763,273
Crazy Kick,3615,6.36,5.7620000000000005,567
Fastrack,3616,6.46,5.7620000000000005,468
Thunderbolt/Apache Leader,3617,7.18,5.7620000000000005,240
Age of Gods,3618,6.3,5.7620000000000005,692
Camelot Legends,3619,6.11,5.7620000000000005,1172
Ka-Ching!,3620,6.41,5.7620000000000005,499
Foppen,3621,6.6,5.7620000000000005,385
Make 'n' Break,3622,6.11,5.761,963
"Red Star Rising: The War in Russia, 1941-1944",3623,7.6,5.761,201
"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",3624,7.04,5.761,277
Spurs: A Tale in the Old West,3625,7.01,5.761,275
Guild Ball: Kick Off!,3626,7.98,5.761,165
Codenames: Harry Potter,3627,7.2,5.761,245
Lady Alice,3628,6.35,5.761,552
One Zero One,3629,6.6,5.761,404
Victorian Masterminds,3630,6.88,5.761,307
Maya,3631,6.33,5.761,575
Exploding Kittens,3632,5.94,5.76,13566
Machina Arcana,3633,7.57,5.76,238
Mars Attacks: The Miniatures Game,3634,7.17,5.76,253
1825 Unit 2,3635,7.49,5.76,180
Enchanters: Overlords,3636,7.64,5.76,190
Hex Hex XL,3637,6.79,5.76,343
Samurai Battles,3638,7.46,5.76,212
Tokyo Express,3639,7.11,5.76,279
DAK,3640,8.03,5.76,165
Teenage Mutant Ninja Turtles Dice Masters,3641,7.23,5.7589999999999995,230
Ilôs,3642,6.85,5.7589999999999995,303
BattleTech: CityTech,3643,6.74,5.7589999999999995,341
Extrablatt,3644,7.05,5.7589999999999995,250
Die Pyramiden des Jaguar,3645,6.13,5.7589999999999995,835
Star Trek: Starship Tactical Combat Simulator,3646,6.7,5.7589999999999995,403
N.Y. Chase,3647,6.44,5.7589999999999995,539
Tumult Royale,3648,6.55,5.7589999999999995,411
Why First?,3649,6.13,5.7589999999999995,861
Mammut,3650,6.29,5.7589999999999995,580
Draconis Invasion,3651,7.27,5.7589999999999995,355
Han,3652,7.2,5.7589999999999995,223
Bobby Lee,3653,6.81,5.7589999999999995,318
Bonnie and Clyde,3654,6.3,5.757999999999999,595
Familienbande,3655,6.33,5.757999999999999,574
Unexpected Treasures,3656,6.24,5.757999999999999,670
Dominant Species: The Card Game,3657,6.02,5.757999999999999,1247
Kneipenquiz: Das Original,3658,7.46,5.757999999999999,186
Briefcase,3659,6.34,5.757999999999999,586
