Name,Rank,Arating,Grating,votes
The Hell of Stalingrad,3850,7.02,5.7379999999999995,244
Clash of Giants,3851,6.9,5.7379999999999995,264
Food Truck Champion,3852,6.79,5.7379999999999995,290
Password,3853,6.11,5.7379999999999995,862
Star Trader,3854,7.11,5.7379999999999995,251
Time of Legends: Joan of Arc,3855,9.04,5.7379999999999995,281
[redacted],3856,6.28,5.7379999999999995,620
Ideology: The War of Ideas,3857,6.16,5.7379999999999995,872
"Warhammer 40,000: Dark Vengeance",3858,7.36,5.7379999999999995,195
Kharnage,3859,6.4,5.737,498
1865: Sardinia,3860,7.65,5.737,163
Island Siege,3861,6.78,5.737,285
Time 'n' Space,3862,6.27,5.737,533
Silent Death: The Next Millennium Deluxe Edition,3863,7.53,5.737,174
Croak!,3864,6.6,5.737,392
Galaxy: The Dark Ages,3865,6.26,5.737,579
MBT (second edition),3866,8.12,5.737,155
Goblivion,3867,8.04,5.737,157
Krosmaster: Quest,3868,6.89,5.737,319
Wombat Rescue,3869,6.58,5.736000000000001,341
BONK,3870,6.62,5.736000000000001,337
Lucidity: Six-Sided Nightmares,3871,6.53,5.736000000000001,485
1655: Habemus Papam,3872,6.48,5.736000000000001,412
Dwarven Smithy,3873,7.77,5.736000000000001,188
Colonial Diplomacy,3874,6.65,5.735,363
Lord of the Fries,3875,5.96,5.735,1584
The Legend of Korra: Pro-Bending Arena,3876,7.84,5.735,176
The Great War in Europe: Deluxe Edition,3877,7.1,5.735,236
Risk: 40th Anniversary Collector's Edition,3878,6.36,5.735,606
Karuba: The Card Game,3879,6.5,5.735,364
Cartagena,3880,6.68,5.734,321
Farmageddon,3881,6.19,5.734,713
Hellas,3882,6.82,5.734,267
Desperados of Dice Town,3883,6.2,5.734,668
Majolica,3884,7.02,5.734,235
Extra!,3885,6.51,5.734,369
Unlock! The Nautilus' Traps,3886,5.97,5.734,1133
Old School Tactical,3887,8.28,5.734,146
Deja Vu: Fragments of Memory,3888,7.34,5.734,187
Card City XL,3889,6.62,5.734,323
Target Earth,3890,6.72,5.734,310
Animalia,3891,6.22,5.733,602
Valparaíso,3892,7.01,5.733,225
Sicily: Triumph and Folly,3893,7.77,5.733,162
Brandywine,3894,7.29,5.733,187
Naval War,3895,6.22,5.733,733
A Fistful of Penguins,3896,6.05,5.733,938
A Bridge Too Far: Arnhem,3897,7.24,5.733,214
Tobruk:  Tank Battles in North Africa 1942,3898,6.43,5.733,513
Romolo o Remo?,3899,6.76,5.733,330
Dorn,3900,6.86,5.733,293
The Next War,3901,7.43,5.733,193
Codenames: Marvel,3902,6.38,5.733,493
Target Arnhem: Across 6 Bridges,3903,6.49,5.733,398
Freya's Folly,3904,6.6,5.733,342
Chase,3905,6.83,5.732,294
Way Out West,3906,6.15,5.732,661
Om Nom Nom,3907,6.32,5.732,519
Scripts and Scribes: The Dice Game,3908,6.61,5.732,328
Symphony No.9,3909,6.99,5.732,234
Gladiator,3910,6.5,5.732,435
Al Rashid,3911,6.65,5.732,351
Seeders from Sereis: Exodus,3912,7.97,5.731,182
Witch Trial,3913,6.24,5.731,644
Was'n das?,3914,6.69,5.731,302
Mi Tierra: New Era,3915,6.84,5.731,299
Charon Inc.,3916,6.33,5.731,480
Tribes: Early Civilization,3917,6.68,5.731,318
Adios Amigos,3918,6.21,5.731,636
Händler der Karibik,3919,6.81,5.731,266
Anno 1701: Das Brettspiel,3920,6.76,5.731,276
Pick-a-Polar Bear,3921,6.48,5.731,402
Bomb Squad Academy,3922,6.45,5.731,415
Scorpius Freighter,3923,7.17,5.73,206
Members Only,3924,6.6,5.73,320
Clue: Harry Potter Edition,3925,6.29,5.73,700
Herbalism,3926,6.75,5.73,303
La Bataille de Ligny,3927,7.75,5.73,164
Tulipmania 1637,3928,6.16,5.73,691
Blink,3929,5.94,5.73,1703
Cornerstone,3930,7.25,5.73,208
Yu-Gi-Oh! Dice Masters,3931,6.91,5.73,250
Mercante,3932,6.67,5.73,301
Kanzume Goddess,3933,6.62,5.73,374
X-Bugs,3934,6.37,5.73,508
King of the Dice,3935,6.73,5.73,310
Afrika Korps,3936,6.17,5.73,882
Sherlock,3937,6.26,5.729,544
Statis Pro Basketball,3938,6.99,5.729,258
Regatta,3939,6.32,5.729,517
4 Gods,3940,6.18,5.729,674
Sternenhimmel,3941,6.56,5.729,323
Samara,3942,6.34,5.729,458
Savannah Tails,3943,6.29,5.729,495
Impact: Battle of Elements,3944,6.76,5.729,293
Pampas Railroads,3945,7.1,5.729,205
Lazer Ryderz,3946,6.45,5.729,440
Krosmaster Arena 2.0,3947,7.51,5.728,204
Dungeoneer: Haunted Woods of Malthorin,3948,6.3,5.728,527
Micro Robots,3949,6.39,5.728,462
Creationary,3950,5.93,5.728,1544
Demon Worker,3951,7.08,5.728,218
Bohn To Be Wild!,3952,6.71,5.728,283
Next War: Taiwan,3953,8.05,5.728,135
Barbarian Prince,3954,6.51,5.728,445
Cataphract,3955,7.27,5.728,191
Tenkatoitsu,3956,8.65,5.728,111
Svea Rike,3957,6.35,5.728,530
Terra Prime,3958,6.32,5.728,469
Mage Knight,3959,6.11,5.728,918
Archmage,3960,6.95,5.728,281
Cranium WOW,3961,6.16,5.728,859
Loot N Run,3962,6.52,5.727,367
Looterz,3963,6.71,5.727,344
Breakaway Rider,3964,6.16,5.727,710
Octi,3965,6.74,5.727,310
Monuments: Wonders of Antiquity,3966,6.4,5.727,415
Feudal,3967,6.02,5.727,1289
Kayanak,3968,6.44,5.727,397
Magi-Nation Duel,3969,7.03,5.727,252
Tunisia II,3970,8.52,5.727,119
Fire of Eidolon,3971,7.21,5.727,223
Neptun,3972,6.56,5.727,349
Enemy Chocolatier,3973,6.65,5.727,316
Terrace,3974,6.37,5.727,493
Dinosaurs of the Lost World,3975,6.55,5.727,382
Totensonntag,3976,6.79,5.727,307
Cavemen: The Quest for Fire,3977,6.41,5.727,428
Blitz! A World in Conflict,3978,7.94,5.727,164
U-Boat Leader,3979,6.91,5.726,277
Unbroken,3980,7.84,5.726,202
Express,3981,6.19,5.726,599
BITS,3982,6.45,5.726,374
Ars Alchimia,3983,6.82,5.726,262
Star Trek: The Dice Game,3984,7.8,5.726,165
Pyramix,3985,6.39,5.726,451
Barrage,3986,8.16,5.726,142
Bad Bones,3987,7.3,5.726,207
Conspiracy,3988,6.26,5.726,552
Risk: Star Wars – The Clone Wars Edition,3989,6.02,5.726,1433
King Chocolate,3990,6.65,5.725,297
Skyward,3991,6.79,5.725,289
Ylandyss,3992,7.44,5.725,179
Techno Witches,3993,6.17,5.725,622
Air Superiority,3994,6.71,5.725,353
Packet Row,3995,6.19,5.725,611
Deduce or Die,3996,7.21,5.725,190
"Bloody April, 1917: Air War Over Arras, France",3997,7.4,5.725,186
Ninja Versus Ninja,3998,6.05,5.725,919
Hitler's Reich,3999,6.92,5.725,256
Bomber Command,4000,7.56,5.725,166
The Creature That Ate Sheboygan,4001,6.34,5.724,492
DIG,4002,6.47,5.724,395
Axis Empires: Dai Senso!,4003,7.9,5.724,135
Orongo,4004,6.59,5.724,307
Wrath of Dragons,4005,7.07,5.724,223
Tramways Engineer's Workbook,4006,7.74,5.724,140
Cobra,4007,6.72,5.724,305
The Binding of Isaac: Four Souls,4008,7.09,5.724,417
Three Days of Gettysburg (third edition),4009,7.5,5.724,174
"Grand Illusion: Mirage of Glory, 1914",4010,6.95,5.724,238
Hero of Weehawken,4011,7.58,5.724,149
The Great Khan Game,4012,6.64,5.724,359
18NEB,4013,7.57,5.723,146
The Metagame,4014,6.76,5.723,387
Long Live the Queen,4015,6.61,5.723,312
Super Scrabble,4016,6.37,5.723,527
Miscellaneous Game Accessory,4017,7.08,5.723,216
Austerlitz 1805: Rising Eagles,4018,8.54,5.723,116
Town Center,4019,6.46,5.723,387
Epigo,4020,6.84,5.723,262
What Were You Thinking?,4021,6.92,5.723,237
Spot it Jr.! Animals,4022,6.33,5.723,488
Deadzone (second edition),4023,8.28,5.723,139
"Trump, Tricks, Game!",4024,6.46,5.723,369
"Aye, Dark Overlord! The Red Box",4025,5.92,5.723,2403
30 Rails,4026,6.72,5.723,303
Zeppelin Attack!,4027,6.82,5.723,269
Stalin's War,4028,6.79,5.723,278
Tal der Könige,4029,6.61,5.723,324
Powerships,4030,7.03,5.722,214
Shifty Eyed Spies,4031,6.97,5.722,254
Resident Evil Deck Building Game: Mercenaries,4032,7.22,5.722,238
Dune: The Dice Game,4033,6.85,5.722,253
Test of Fire: Bull Run 1861,4034,6.58,5.722,317
Block Mania,4035,6.42,5.722,401
Serpents of the Seas,4036,7.68,5.721,147
"Codeword Cromwell: The German Invasion of England, 8 June 1940",4037,8.04,5.721,120
Schnappt Hubi!,4038,6.89,5.721,232
Hannin Wa Odoru,4039,6.52,5.721,373
Gold!,4040,6.43,5.721,413
BANG!: The Walking Dead,4041,6.46,5.721,433
Codinca,4042,6.33,5.721,487
Zong Shi,4043,6.56,5.721,321
Around the World in 80 Days,4044,6.52,5.721,364
Three Cheers for Master,4045,6.36,5.721,509
1829,4046,7.06,5.721,217
メトロックス (MetroX),4047,7.09,5.721,197
18GA,4048,7.16,5.721,182
World War II: European Theater of Operations,4049,7.18,5.721,227
A4 Quest,4050,7.15,5.721,252
Ladybohn: Manche mögen's heiss!,4051,7.02,5.721,218
KUMO Hogosha,4052,6.84,5.721,287
Delve: The Dice Game,4053,6.49,5.721,424
Six,4054,6.27,5.721,541
Mechwarrior: Dark Age,4055,6.24,5.721,705
The Battle of the Bulge,4056,6.5,5.72,362
Krieg und Frieden,4057,6.13,5.72,683
Montage,4058,7.19,5.72,183
"Agricola, Master of Britain",4059,7.43,5.72,160
"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",4060,7.09,5.72,200
Sebastian Fitzek Safehouse,4061,6.68,5.72,303
Unconditional Surrender! Case Blue,4062,7.53,5.72,151
Pharaoh's Gulo Gulo,4063,6.85,5.72,243
The Walking Dead: No Sanctuary,4064,7.02,5.72,240
Max,4065,6.54,5.72,362
The Dungeon of D,4066,7.18,5.72,224
Dien Bien Phu: The Final Gamble,4067,8.27,5.718999999999999,132
Rhodes,4068,6.65,5.718999999999999,311
Affentennis,4069,7.11,5.718999999999999,194
Yeti,4070,6.36,5.718999999999999,445
Italia,4071,6.76,5.718999999999999,285
Wizards of the Wild,4072,6.76,5.718999999999999,263
The Red Dragon Inn 6: Villains,4073,8.12,5.718999999999999,182
Three Battles of Manassas,4074,7.87,5.718999999999999,135
Tesla vs. Edison: Duel,4075,6.99,5.718999999999999,246
The Butterfly Garden,4076,6.79,5.718999999999999,275
Mole Rats in Space,4077,7.13,5.718999999999999,204
Haste Worte?,4078,6.86,5.718,239
Tipp-Kick,4079,6.44,5.718,382
The Horus Heresy: Betrayal at Calth,4080,7.58,5.718,175
Dungeoneer: Den of the Wererats,4081,6.34,5.718,474
Dirty Pig,4082,6.05,5.718,866
Lords of War: Orcs versus Dwarves,4083,6.78,5.718,333
Silberzwerg,4084,6.43,5.718,397
Gauntlet of Fools,4085,6.02,5.718,1087
The Big Taboo,4086,6.31,5.718,524
Journal 29: Interactive Book Game,4087,7.57,5.718,153
Sherlock: Tomb of the Archaeologist,4088,7.11,5.718,201
Dead Panic,4089,6.05,5.718,927
Glastonbury,4090,6.6,5.718,315
Little Devils,4091,6.14,5.718,661
Modern Naval Battles,4092,6.43,5.7170000000000005,404
Robot Turtles,4093,6.04,5.7170000000000005,907
Say Anything Family Edition,4094,6.72,5.7170000000000005,270
Broom Service: The Card Game,4095,6.24,5.7170000000000005,558
27th Passenger: A Hunt On Rails,4096,6.87,5.7170000000000005,240
Caper,4097,7.51,5.716,158
Storm Over Dien Bien Phu,4098,7.56,5.716,150
After Pablo,4099,7.38,5.716,159
Ausgebremst,4100,6.91,5.716,234
Ophir,4101,6.92,5.716,243
Fleet Commander: 1 – Ignition,4102,7.79,5.716,255
Master of the Galaxy,4103,6.95,5.715,250
Catan: Traveler – Compact Edition,4104,7.16,5.715,215
ebbes,4105,6.74,5.715,289
Monopoly Deal,4106,6.31,5.715,537
1824: Austria-Hungary,4107,7.82,5.715,125
Pocket Ops,4108,6.69,5.715,326
Founding Fathers,4109,7.89,5.715,131
Gulf Strike,4110,6.64,5.715,375
Siena,4111,6.16,5.715,680
City Hall,4112,6.58,5.715,315
Roll Through the Ages: The Iron Age with Mediterranean Expansion,4113,7.04,5.715,204
Apocrypha Adventure Card Game,4114,6.88,5.715,282
Bang! The Dice Game: The Walking Dead,4115,6.72,5.715,273
Friesematenten,4116,6.3,5.7139999999999995,510
Letnisko,4117,6.75,5.7139999999999995,274
Mordred,4118,6.17,5.7139999999999995,589
Arraial,4119,6.77,5.7139999999999995,260
Fifth Avenue,4120,6.01,5.7139999999999995,905
Tales of Glory,4121,7.33,5.7139999999999995,176
Pikoko,4122,6.85,5.7139999999999995,245
Ghostel,4123,7.31,5.7139999999999995,209
Rolling Japan,4124,6.27,5.7139999999999995,469
Dark Horse,4125,6.74,5.7139999999999995,266
Ventura,4126,6.49,5.7139999999999995,413
Warehouse 51,4127,6.28,5.7139999999999995,480
The Twelve Doctors: Doctor Who Card Game,4128,7.81,5.7139999999999995,144
Santa Fe,4129,6.96,5.7139999999999995,221
Dungeoneer: Dragons of the Forsaken Desert,4130,6.29,5.7139999999999995,503
Ninja Taisen,4131,6.48,5.7139999999999995,346
Banjooli Xeet,4132,6.46,5.712999999999999,400
The Grizzled: Armistice Edition,4133,8.08,5.712999999999999,119
Quixo,4134,6.12,5.712999999999999,667
Omega Centauri,4135,7.07,5.712999999999999,212
Global Mogul,4136,7.03,5.712999999999999,203
The Lord of the Rings: The Fellowship of the Ring,4137,6.54,5.712999999999999,358
Al Cabohne,4138,5.98,5.712999999999999,1060
Rory's Story Cubes: Enchanted,4139,6.71,5.712999999999999,280
Shinobi WAT-AAH!,4140,6.41,5.712999999999999,419
How to Rob a Bank,4141,6.68,5.712999999999999,345
Helionox: The Last Sunset,4142,7.01,5.712999999999999,233
Shazamm!,4143,6.19,5.712000000000001,576
Railroad Rivals,4144,6.63,5.712000000000001,327
Sailing Toward Osiris,4145,6.81,5.712000000000001,267
Titania,4146,6.41,5.712000000000001,381
Gobbit,4147,6.5,5.712000000000001,387
Richard the Lionheart,4148,6.99,5.712000000000001,219
Kakerlakensuppe,4149,6.12,5.712000000000001,672
MBT (First Edition),4150,6.66,5.712000000000001,325
Check Your 6!,4151,7.81,5.712000000000001,127
6-Tage Rennen,4152,6.89,5.712000000000001,241
Bloc by Bloc: The Insurrection Game,4153,7.56,5.712000000000001,177
7 Days of Westerplatte,4154,6.7,5.711,291
Discover: Lands Unknown,4155,6.05,5.711,997
D-Day Dice: Free Trial Version,4156,6.65,5.711,283
Campaign Trail,4157,7.82,5.711,152
NHL Power Play Team-Building Card Game,4158,6.87,5.711,250
Shadowrun Crossfire: Prime Runner Edition,4159,8.09,5.711,124
Code of Nine,4160,6.46,5.711,365
The Rise of the Roman Republic,4161,6.9,5.711,229
Monster Factory,4162,6.35,5.711,431
Callisto: The Game,4163,6.19,5.711,589
Casa Grande,4164,6.48,5.711,336
Ruthless,4165,7.32,5.711,184
Jolly & Roger,4166,6.83,5.71,244
Gangster,4167,6.18,5.71,558
Yavalath,4168,7.18,5.71,193
Hoppladi Hopplada!,4169,6.31,5.71,436
Dungeon Mayhem,4170,6.85,5.71,299
Kryptos,4171,6.51,5.71,332
Agamemnon,4172,6.74,5.71,257
World at War: The Untold Stories,4173,7.94,5.71,129
Cambria,4174,6.47,5.71,380
Rumble in the House,4175,6.1,5.71,715
At Any Cost: Metz 1870,4176,8.25,5.71,125
Panzer Grenadier: Road to Berlin,4177,7.35,5.71,169
Old Town,4178,6.4,5.71,384
Zombiaki,4179,6.17,5.71,708
Kachina,4180,6.64,5.71,341
Owner's Choice,4181,6.17,5.709,588
The Secret of Monte Cristo,4182,6.18,5.709,573
Die Tavernen im Tiefen Thal,4183,7.59,5.709,152
Heldentaufe,4184,7.39,5.709,197
Trade on the Tigris,4185,7.31,5.709,166
Potion-Making: Practice,4186,6.19,5.709,698
Mmm!,4187,6.4,5.709,388
"Warhammer 40,000: Battle for Macragge",4188,6.6,5.709,345
Viva Pamplona!,4189,6.36,5.709,390
"Duck, Duck, Bruce",4190,6.2,5.709,531
Pictionary,4191,5.82,5.709,6073
Flash Duel,4192,6.71,5.707999999999999,313
Steam Donkey,4193,6.7,5.707999999999999,271
Rise to Power,4194,6.44,5.707999999999999,385
Souvlaki Wars,4195,6.46,5.707999999999999,391
Stratego (Revised Edition),4196,6.22,5.707999999999999,645
Robin Hood,4197,7.12,5.707999999999999,192
"Rome: Imperium, Circus Maximus, Hannibal vs Rome",4198,6.29,5.707999999999999,446
Five Crowns,4199,5.92,5.707999999999999,1857
Hitler's War,4200,6.26,5.707999999999999,515
Swashbuckler,4201,6.91,5.707999999999999,236
HomeStretch,4202,6.71,5.707999999999999,256
Port Royal: Unterwegs!,4203,6.56,5.707999999999999,311
The King of Frontier,4204,6.88,5.707999999999999,216
Infinity: Operation Icestorm,4205,8.36,5.707999999999999,104
Napoleon's War:  The 100 Days,4206,7.22,5.707000000000001,179
Assassinorum: Execution Force,4207,6.71,5.707000000000001,295
Superfight,4208,6.01,5.707000000000001,1623
Die Siedler von Catan: Junior,4209,6.38,5.707000000000001,410
Squad Seven,4210,6.41,5.707000000000001,365
Sherlock 13,4211,6.48,5.707000000000001,365
Visitor in Blackwood Grove,4212,6.48,5.707000000000001,355
Exodus Fleet,4213,7.38,5.707000000000001,169
Starfire,4214,6.82,5.707000000000001,266
Thrash'n Roll,4215,6.74,5.707000000000001,268
Herbaceous Sprouts,4216,7.3,5.707000000000001,169
Psycho Raiders,4217,7.97,5.706,118
BrilliAnts,4218,7.14,5.706,253
Warlords of Europe,4219,6.82,5.706,277
Realm of Sand,4220,7.05,5.706,200
Black Sheep,4221,5.96,5.706,1093
Clash for a Continent:  Battles of the American Revolution and French & Indian War,4222,7.25,5.706,173
Mint Tin Pirates,4223,7.51,5.706,234
Whist,4224,6.43,5.706,364
Legion of Honor,4225,7.37,5.706,165
Gem Rush,4226,6.76,5.706,258
The Sanctuary: Endangered Species,4227,6.88,5.706,221
Travel Blog,4228,6.12,5.705,629
Crazy Circus,4229,6.24,5.705,470
"Goblins Drool, Fairies Rule!",4230,6.15,5.705,603
Voyage of the B.S.M. Pandora,4231,6.71,5.705,284
Dungeon Twister: The Card Game,4232,6.34,5.705,425
Unlock! Doo-Arann Dungeon,4233,6.78,5.705,233
Orchard: A 9 card solitaire game,4234,7.53,5.705,145
Victoria Cross,4235,7.0,5.705,197
Munchkin Quest,4236,5.9,5.705,3383
Europa Universalis,4237,6.74,5.705,314
Die Säulen der Erde: das Kartenspiel,4238,6.15,5.705,598
Victory:  The Blocks of War,4239,6.36,5.705,408
Narcos: The Board Game,4240,7.92,5.704,141
Mister X,4241,6.7,5.704,295
Victory Roads,4242,7.99,5.704,112
Moderne Zeiten,4243,6.55,5.704,293
Jena 20,4244,6.7,5.704,258
Basari: Das Kartenspiel,4245,6.59,5.704,283
SuperGang,4246,7.08,5.704,185
Sjoelen,4247,6.71,5.704,261
Iberian Rails,4248,6.93,5.704,232
Waterloo 20,4249,6.96,5.704,204
Eleusis,4250,7.51,5.704,143
The Desert Fox,4251,7.2,5.704,173
Axiom,4252,6.94,5.704,214
La Bataille d'Auerstædt,4253,7.57,5.702999999999999,146
Dungeoneer: Realm of the Ice Witch,4254,6.35,5.702999999999999,416
Germantown,4255,7.48,5.702999999999999,144
Pirate Dice: Voyage on the Rolling Seas,4256,6.19,5.702999999999999,516
Tom Tube,4257,6.29,5.702999999999999,417
Counterfeiters,4258,6.99,5.702999999999999,220
Polterfass,4259,6.4,5.702999999999999,373
Kairo,4260,6.67,5.702999999999999,270
Crash Tackle Rugby Board Game,4261,7.69,5.702999999999999,150
Time Agent,4262,6.7,5.702999999999999,253
Air Assault On Crete/Invasion of Malta: 1942,4263,6.36,5.702999999999999,450
Gwent: Monsters and Scoia'tael,4264,6.55,5.702000000000001,423
Sigismundus Augustus: Dei gratia rex Poloniae,4265,7.24,5.702000000000001,192
Maelstrom,4266,6.63,5.702000000000001,280
Zoowaboo,4267,6.37,5.702000000000001,382
The King's Armory,4268,7.08,5.702000000000001,242
The Ladybug's Costume Party,4269,6.58,5.702000000000001,290
Harry's Grand Slam Baseball Game,4270,6.32,5.7010000000000005,401
Mistborn: House War,4271,6.98,5.7010000000000005,238
Purrrlock Holmes: Furriarty's Trail,4272,6.68,5.7010000000000005,275
Bitter Woods,4273,6.9,5.7010000000000005,204
Such a Thing?,4274,6.13,5.7010000000000005,620
Railroad Dice,4275,6.18,5.7010000000000005,501
Mali Powstańcy: Warszawa 1944,4276,6.54,5.7010000000000005,314
Mega Man Pixel Tactics: Mega Man Blue,4277,7.36,5.7010000000000005,161
Circus Imperium,4278,6.66,5.7010000000000005,274
Facts in Five,4279,6.07,5.7010000000000005,765
Feurio!,4280,6.14,5.7010000000000005,559
FlowerFall,4281,6.04,5.7,770
Seven7s,4282,6.33,5.7,412
Pandemonium,4283,7.79,5.7,286
Yashima: Legend of the Kami Masters,4284,7.05,5.7,219
Corto,4285,6.7,5.7,268
Cappuccino,4286,6.3,5.7,453
Borderlands,4287,6.78,5.7,265
Tiny Ninjas,4288,7.98,5.7,154
Liguria,4289,6.8,5.7,233
Einauge sei wachsam!,4290,6.3,5.7,412
Arkham Investigator,4291,7.6,5.7,135
Ninja Dice,4292,6.03,5.7,866
Samurai,4293,6.43,5.7,402
Achtung: Spitfire!,4294,7.27,5.7,188
Table Battles,4295,7.25,5.699,163
The Great Battles of Alexander,4296,7.02,5.699,202
Shadows in the Forest,4297,6.18,5.699,557
Lord of the Rings: The Duel,4298,5.92,5.699,1247
Doctor Who Fluxx,4299,6.97,5.699,222
Marne 1918: Friedensturm,4300,8.01,5.699,120
Taktika,4301,7.08,5.699,181
Salvation Road,4302,6.96,5.699,208
Chopstick Dexterity MegaChallenge 3000,4303,6.24,5.699,443
Monad,4304,6.3,5.6979999999999995,403
Promised Land: 1250-587 BC,4305,7.0,5.6979999999999995,204
Lords of War:  Elves versus Lizardmen,4306,6.98,5.6979999999999995,222
Sherlock Holmes: The Card Game,4307,6.26,5.6979999999999995,487
A Thief's Fortune,4308,7.01,5.6979999999999995,199
Cobras,4309,6.94,5.6979999999999995,211
Trendy,4310,6.19,5.6979999999999995,497
Football Strategy,4311,6.42,5.6979999999999995,391
Fast Forward: FLEE,4312,6.06,5.6979999999999995,757
The Little Orchard,4313,6.47,5.6979999999999995,323
Tomorrow,4314,6.39,5.697,434
"Ici, c'est la France! The Algerian War of Independence 1954 - 1962",4315,7.73,5.697,142
Gorkamorka,4316,6.49,5.697,342
Logistico,4317,6.2,5.697,502
GUBS: A Game of Wit and Luck,4318,6.0,5.697,1177
Brass Empire,4319,7.05,5.697,213
Detective Club,4320,7.33,5.697,164
Artificium,4321,6.09,5.697,737
Who's the Ass?,4322,6.09,5.697,597
Qwixx: Das Kartenspiel,4323,6.39,5.697,337
Guesstures,4324,5.94,5.697,1287
Great War at Sea: The Mediterranean,4325,6.87,5.697,247
Next War: Poland,4326,8.21,5.697,121
APBA Pro Baseball,4327,6.9,5.696000000000001,248
The Coming Storm: Quadrigame of the Fourth Coalition October 1806 - June 1807,4328,7.98,5.696000000000001,111
All Things Zombie: The Boardgame,4329,6.18,5.696000000000001,537
Dicetopia,4330,6.91,5.696000000000001,214
PQ-17: Arctic Naval Operations 1941-1943,4331,7.23,5.696000000000001,178
Metropolis,4332,6.44,5.696000000000001,336
The HellGame,4333,6.56,5.696000000000001,343
1969,4334,6.4,5.696000000000001,390
Scuttle!,4335,6.59,5.696000000000001,328
Ark & Noah,4336,6.63,5.695,257
duck! duck! Go!,4337,6.02,5.695,769
Walhalla,4338,6.36,5.695,338
BUS,4339,6.33,5.695,383
Daxu,4340,6.62,5.695,263
Zombiaki II: Attack on Moscow,4341,6.17,5.695,590
Maiden's Quest,4342,7.34,5.695,184
Arbos,4343,6.39,5.695,350
"The Battle of Fontenoy: 11 May, 1745",4344,8.64,5.695,95
Station Master,4345,6.15,5.695,550
Scrawl,4346,7.1,5.695,206
Timeline: Polska,4347,6.71,5.695,240
Easter Island,4348,6.37,5.695,367
None But Heroes,4349,8.21,5.695,114
Heads of State,4350,6.14,5.694,574
Penny Papers Adventures: The Valley of Wiraqocha,4351,6.75,5.694,239
Samurai: The Card Game,4352,6.27,5.694,422
Zopp,4353,7.26,5.694,154
Magestorm,4354,6.4,5.694,368
Loonacy,4355,6.35,5.694,412
Jericho,4356,6.09,5.694,591
Empires in America,4357,7.21,5.694,161
"Barbarossa: Army Group Center, 1941",4358,7.88,5.694,120
Klondike Rush,4359,6.56,5.694,288
Dice Heist,4360,6.41,5.693,349
Gobblet Gobblers,4361,6.2,5.693,532
Thor,4362,6.48,5.693,279
Dragon Strike,4363,6.21,5.693,619
Dust Warfare: Core Rulebook,4364,7.72,5.693,140
Warhammer Quest: Shadows Over Hammerhal,4365,7.91,5.693,149
"Warhammer 40,000: Heroes of Black Reach",4366,8.58,5.693,139
Wongar,4367,6.32,5.693,401
Monster Crunch! The Breakfast Battle Game,4368,6.52,5.693,311
Dropzone Commander,4369,7.62,5.693,143
VENOM Assault,4370,7.51,5.693,145
Dragonsgate College,4371,6.84,5.693,227
Hecatomb,4372,6.39,5.693,362
Empires,4373,7.17,5.692,188
Piratoons,4374,6.45,5.692,334
Entropy,4375,6.27,5.692,461
Batman: Gotham City Strategy Game,4376,6.06,5.692,756
Gargon,4377,6.03,5.692,756
Cowboys: The Way of the Gun,4378,6.18,5.692,495
Swords and Bagpipes,4379,6.78,5.692,227
Greedy Greedy Goblins,4380,6.37,5.692,388
Tintas,4381,7.77,5.692,112
Carnac,4382,6.97,5.692,201
Rory's Story Cubes: Prehistoria,4383,6.7,5.692,257
Batman: The Animated Series – Gotham City Under Siege,4384,7.47,5.692,169
Ivor the Engine,4385,6.45,5.692,304
Tasso,4386,6.27,5.692,428
Robotory,4387,6.26,5.692,425
Adventure Time Fluxx,4388,6.46,5.692,445
The Stock Car Championship Racing Card Game,4389,6.85,5.691,220
Warband: Against the Darkness,4390,6.73,5.691,225
Wild Blue Yonder,4391,7.87,5.691,118
TAC,4392,7.06,5.691,207
Fast Food Franchise,4393,6.35,5.691,377
Skull King: Das Würfelspiel,4394,6.69,5.691,258
Hot Rod Creeps,4395,6.67,5.691,257
Ultimate Werewolf,4396,6.63,5.691,271
Ney vs. Wellington,4397,6.82,5.691,219
Quartermaster General: The Cold War,4398,7.64,5.691,128
Kigi,4399,6.36,5.691,367
Timeline: Star Wars,4400,6.18,5.691,503
Dawn of the Zeds (First edition),4401,7.49,5.69,136
The Banishing,4402,7.05,5.69,189
Nightmarium,4403,6.59,5.69,286
Moto Grand Prix,4404,6.31,5.69,413
Plunder,4405,6.16,5.69,561
Tumblin-Dice Medium,4406,7.2,5.69,153
On the Dot,4407,6.21,5.69,487
TROLL,4408,6.57,5.69,263
The Big Score,4409,7.27,5.69,155
"Afrika: The Northern African Campaign, 1940-1942 (1st edition)",4410,6.87,5.69,216
Medioevo Universale,4411,7.79,5.69,226
Vikings on Board,4412,6.15,5.689,553
Havannah,4413,7.21,5.689,175
Tales of the Northlands: The Sagas of Noggin the Nog,4414,7.63,5.689,141
Axis & Allies Air Force Miniatures: Angels 20,4415,7.23,5.689,177
Streets of Stalingrad (third edition),4416,7.47,5.689,164
Amun-Re: The Card Game,4417,6.74,5.689,231
Kami-sama,4418,7.24,5.689,180
Kutuzov,4419,6.87,5.689,214
Bridge Troll,4420,6.04,5.689,709
Airborne in my Pocket,4421,7.04,5.689,191
Xe Queo!,4422,6.47,5.689,307
Camden,4423,6.27,5.689,464
